_id,group_id,member_jid,is_admin,is_banned,permission_level,is_dm_disabled
78,1100254159133_g@groups.kik.com,5a6hv6p25ilyjarmx55garesgvxsouqlxys5o2psiqqlpl2i4eya_a@talk.kik.com,,0,BASIC,0
79,1100254159133_g@groups.kik.com,6creyayp6c3ufmal4vleej2hsabwaad462ebfuoip3fo6ode3dmq_a@talk.kik.com,,0,BASIC,0
80,1100254159133_g@groups.kik.com,a3j4idxo4pdlbu5prfje6cbvuhfpi2mtqejdxxhouetj2shwymsq_a@talk.kik.com,,0,REGULAR_ADMIN,0
81,1100254159133_g@groups.kik.com,cmudjiy7w3msimlkdkptrknk7zroakv7nrvyx5f6tn73eni3aqwq_a@talk.kik.com,,0,SUPER_ADMIN,0
82,1100254159133_g@groups.kik.com,i7t6542rfacctwr4dpak2vioqrquavzhm5nilalqhezqw6f56jmq_a@talk.kik.com,,0,BASIC,0
83,1100254159133_g@groups.kik.com,tasl4mwfcoihuju37yw44s7vla4pvxkzeo5ujc4bjwizhfjqhufa_a@talk.kik.com,,0,REGULAR_ADMIN,1
84,1100254159133_g@groups.kik.com,vbbvusizyggcc27sp447kbdkijj2gmueqtyrvjgy5kuua5n4prqa_a@talk.kik.com,,0,REGULAR_ADMIN,0
85,1100254159133_g@groups.kik.com,u3seip42sgoiqdpwzjf3esysvqb4ttv62djshtjyozmmmq3lnhea_a@talk.kik.com,,1,BASIC,
86,1100254159133_g@groups.kik.com,cdo6egabyk7iehvdxrjm6fcy55hagnjone5ejid5fpf2mjtepkwa_a@talk.kik.com,,1,BASIC,
87,1100254194646_g@groups.kik.com,eewcsp6bginlbpp3b3s2otisnsus3ahgsreuky6jeazbji2hb2oa_a@talk.kik.com,,0,SUPER_ADMIN,0
88,1100254194646_g@groups.kik.com,f6dg7vzlnhjeggsx6qgvgqvt37ywiqhvfypdt3xkjx3dstz5vpxq_a@talk.kik.com,,0,BASIC,0
89,1100254194646_g@groups.kik.com,s7dtinwp2knuu5n7etbobbxbv5hxg45sb2esaf3lvaybzv6ap3lq_a@talk.kik.com,,0,REGULAR_ADMIN,0
90,1100241311240_g@groups.kik.com,7qzr3levakvdtpeczvk2svgz77ihzs57p3zaendi2rmc5ph673wq_a@talk.kik.com,,0,REGULAR_ADMIN,0
91,1100241311240_g@groups.kik.com,m3ofzcyfdehwytiez5wynm6exix6zv32djpx5hwuuxupq7pzcp3q_a@talk.kik.com,,0,REGULAR_ADMIN,0
92,1100241311240_g@groups.kik.com,mjcecxdidbertkpk3fnaf3ulsv42lnadoq6cg6trvyzrazqach5a_a@talk.kik.com,,0,REGULAR_ADMIN,0
93,1100241311240_g@groups.kik.com,ogbdq225crrolklsbz5sb73yjxtrprjzeese5bwhnqbtbicjq6xa_a@talk.kik.com,,0,REGULAR_ADMIN,0
94,1100241311240_g@groups.kik.com,q6smgnlkiichfslngpzebyu7eg5rw6p562lj65sfkxauefkhqqwa_a@talk.kik.com,,0,REGULAR_ADMIN,0
95,1100241311240_g@groups.kik.com,sd3rercuocmd3exyolsgutzxgstjb5tr6qec4gjjrwhfbo4z7nzq_a@talk.kik.com,,0,SUPER_ADMIN,0
96,1100241311240_g@groups.kik.com,vj5om5ggy7kmvern2nasddd4idtaln4nkqhsa4qdzz5h4ao4nl7q_a@talk.kik.com,,0,REGULAR_ADMIN,0
97,1100251521688_g@groups.kik.com,3iexgdjlbzdpbmlmt7x7e6m6aljqhq43dk6zoywbndpf6mtq3dxq_a@talk.kik.com,,0,SUPER_ADMIN,0
98,1100251521688_g@groups.kik.com,lbcin7ie2fno7baadnqhmt5o6yktsc5nsx2tx5nxcrcjs6shjxgq_a@talk.kik.com,,0,REGULAR_ADMIN,0
99,1100251521688_g@groups.kik.com,mq4mqqo2hlclvrunpawjajohxijgbwwwgvwcuy5ona5bknzueyfq_a@talk.kik.com,,0,BASIC,0
100,1100251521688_g@groups.kik.com,o2tq5t6k5tccmtlfcplm6zu2kxsf3w2wrhnxfurd4mkwdp534jxa_a@talk.kik.com,,0,BASIC,0
101,1100251521688_g@groups.kik.com,rorzddac64hhu46iuksni7mrwtglfhxhkntc3aa43b4axkog7a6q_a@talk.kik.com,,0,REGULAR_ADMIN,0
102,1100251521688_g@groups.kik.com,vgrxb3jeev645s44beagrg26qgfegitk7urhmn46p3d6r7ce2kfq_a@talk.kik.com,,1,BASIC,
103,1100251521688_g@groups.kik.com,quzcxfhirbhktpiumh72s4rjci4u7ap4jmpxbsyndhxpzprrew7q_a@talk.kik.com,,1,BASIC,
104,1100251521688_g@groups.kik.com,lo6tsdtysjeoz7scpd6dac2nfxz35vwlhyatvwsdb5cliy4bakkq_a@talk.kik.com,,1,BASIC,
105,1100251521688_g@groups.kik.com,k4yz7naaqnxrd463yyipqmusrbh4x7gbqlqtfb4tdy32imtz3zmq_a@talk.kik.com,,1,BASIC,
1472,1100255029151_g@groups.kik.com,skid_out1_ccu@talk.kik.com,,0,BASIC,0
1473,1100255029151_g@groups.kik.com,skid_out21_gyq@talk.kik.com,,0,BASIC,0
1474,1100255029151_g@groups.kik.com,skid_out22_xos@talk.kik.com,,0,BASIC,0
1475,1100255029151_g@groups.kik.com,skid_out23_jhz@talk.kik.com,,0,BASIC,0
1476,1100255029151_g@groups.kik.com,skid_out24_91m@talk.kik.com,,0,BASIC,0
1477,1100255029151_g@groups.kik.com,skid_out25_2f1@talk.kik.com,,0,BASIC,0
1478,1100255029151_g@groups.kik.com,skid_out26_0hd@talk.kik.com,,0,BASIC,0
1479,1100255029151_g@groups.kik.com,skid_out27_kxb@talk.kik.com,,0,BASIC,0
1480,1100255029151_g@groups.kik.com,skid_out28_g48@talk.kik.com,,0,BASIC,0
1481,1100255029151_g@groups.kik.com,skid_out29_87l@talk.kik.com,,0,BASIC,0
1482,1100255029151_g@groups.kik.com,skid_out2_9dh@talk.kik.com,,0,BASIC,0
1483,1100255029151_g@groups.kik.com,skid_out30_m4q@talk.kik.com,,0,BASIC,0
1484,1100255029151_g@groups.kik.com,skid_out31_vr0@talk.kik.com,,0,BASIC,0
1485,1100255029151_g@groups.kik.com,skid_out32_1ri@talk.kik.com,,0,BASIC,0
1486,1100255029151_g@groups.kik.com,skid_out33_sfj@talk.kik.com,,0,BASIC,0
1487,1100255029151_g@groups.kik.com,skid_out34_mk9@talk.kik.com,,0,BASIC,0
1488,1100255029151_g@groups.kik.com,skid_out35_z2l@talk.kik.com,,0,BASIC,0
1489,1100255029151_g@groups.kik.com,skid_out36_4w6@talk.kik.com,,0,BASIC,0
1490,1100255029151_g@groups.kik.com,skid_out37_2f1@talk.kik.com,,0,BASIC,0
1491,1100255029151_g@groups.kik.com,skid_out38_5qm@talk.kik.com,,0,BASIC,0
1492,1100255029151_g@groups.kik.com,skid_out40_ved@talk.kik.com,,0,BASIC,0
1493,1100255029151_g@groups.kik.com,skid_out41_57x@talk.kik.com,,0,BASIC,0
1494,1100255029151_g@groups.kik.com,skid_out42_ri4@talk.kik.com,,0,BASIC,0
1495,1100255029151_g@groups.kik.com,skid_out44_owy@talk.kik.com,,0,BASIC,0
1496,1100255029151_g@groups.kik.com,skid_out45_a8c@talk.kik.com,,0,BASIC,0
1497,1100255029151_g@groups.kik.com,skid_out46_n9h@talk.kik.com,,0,BASIC,0
1498,1100255029151_g@groups.kik.com,skid_out47_kgc@talk.kik.com,,0,BASIC,0
1499,1100255029151_g@groups.kik.com,skid_out49_6tf@talk.kik.com,,0,BASIC,0
1500,1100255029151_g@groups.kik.com,skid_out50_lt2@talk.kik.com,,0,BASIC,0
1501,1100255029151_g@groups.kik.com,skid_out51_7zw@talk.kik.com,,0,BASIC,0
1502,1100255029151_g@groups.kik.com,skid_out52_53i@talk.kik.com,,0,BASIC,0
1503,1100255029151_g@groups.kik.com,skid_out53_cvj@talk.kik.com,,0,BASIC,0
1504,1100255029151_g@groups.kik.com,skid_out55_tfe@talk.kik.com,,0,BASIC,0
1505,1100255029151_g@groups.kik.com,skid_out56_izv@talk.kik.com,,0,BASIC,0
1506,1100255029151_g@groups.kik.com,skid_out57_htv@talk.kik.com,,0,BASIC,0
1507,1100255029151_g@groups.kik.com,skid_out58_rck@talk.kik.com,,0,BASIC,0
1508,1100255029151_g@groups.kik.com,skid_out59_k11@talk.kik.com,,0,BASIC,0
1509,1100255029151_g@groups.kik.com,skid_out60_266@talk.kik.com,,0,BASIC,0
1510,1100255029151_g@groups.kik.com,skid_out62_pvc@talk.kik.com,,0,BASIC,0
1511,1100255029151_g@groups.kik.com,skid_out63_zfj@talk.kik.com,,0,BASIC,0
1512,1100255029151_g@groups.kik.com,skid_out65_xsz@talk.kik.com,,0,BASIC,0
1513,1100255029151_g@groups.kik.com,skid_out66_ddv@talk.kik.com,,0,BASIC,0
1514,1100255029151_g@groups.kik.com,skid_out67_tsd@talk.kik.com,,0,BASIC,0
1515,1100255029151_g@groups.kik.com,skid_out68_tyo@talk.kik.com,,0,BASIC,0
1516,1100255029151_g@groups.kik.com,skid_out70_zuf@talk.kik.com,,0,BASIC,0
1517,1100255029151_g@groups.kik.com,skid_out71_vwq@talk.kik.com,,0,BASIC,0
1518,1100255029151_g@groups.kik.com,skid_out75_i3j@talk.kik.com,,0,BASIC,0
1519,1100255029151_g@groups.kik.com,skid_out77_g27@talk.kik.com,,0,BASIC,0
1520,1100255029151_g@groups.kik.com,skid_out80_9ab@talk.kik.com,,0,BASIC,0
1521,1100254789254_g@groups.kik.com,dhcoindesgrxum6p7epr4ixbneilm2d67kp7rsuj2swfhw6cbwiq_a@talk.kik.com,,0,BASIC,0
1522,1100254789254_g@groups.kik.com,ipghnv3jzj3oo2yge3ak7mrwgqzayck2hef2l45qcfesipzcxntq_a@talk.kik.com,,0,SUPER_ADMIN,1
1523,1100254789254_g@groups.kik.com,rwyyuo63hoxzzbpr52knn2b265rpwf77zohr2ipzv4starmy6rcq_a@talk.kik.com,,0,BASIC,0
1524,1100254789254_g@groups.kik.com,tjoxtlcooglwg3xbbfdjod5ztwipwidhafgytaoqrxbu7mc4b7ra_a@talk.kik.com,,0,REGULAR_ADMIN,0
