_id,group_id,member_jid,is_admin,is_banned,permission_level,is_dm_disabled
60,1100240879758_g@groups.kik.com,ilovecumm__8nn@talk.kik.com,,0,BASIC,0
61,1100240879758_g@groups.kik.com,rednbed_f6g@talk.kik.com,,0,SUPER_ADMIN,0
227,1100251400277_g@groups.kik.com,da.ni13_t5z@talk.kik.com,,0,SUPER_ADMIN,0
228,1100251400277_g@groups.kik.com,newcasinobot_6j2@talk.kik.com,,0,BASIC,0
229,1100251382339_g@groups.kik.com,countrylad1980_60s@talk.kik.com,,0,BASIC,0
230,1100251382339_g@groups.kik.com,gjcevolution_au6@talk.kik.com,,0,BASIC,0
231,1100251382339_g@groups.kik.com,hdzack2013_mfy@talk.kik.com,,0,SUPER_ADMIN,0
232,1100251382339_g@groups.kik.com,jasonnmb2_i61@talk.kik.com,,0,BASIC,0
233,1100251382339_g@groups.kik.com,lol.hi96_bd6@talk.kik.com,,0,BASIC,0
234,1100251382339_g@groups.kik.com,lynaten1_fjd@talk.kik.com,,0,REGULAR_ADMIN,0
254,1100251730419_g@groups.kik.com,dhdnxndifd_elx@talk.kik.com,,0,SUPER_ADMIN,0
280,1100254346716_g@groups.kik.com,da.ni13_t5z@talk.kik.com,,0,BASIC,0
281,1100254346716_g@groups.kik.com,navi_bot1047_vdk@talk.kik.com,,0,REGULAR_ADMIN,0
1231,1100257531919_g@groups.kik.com,londonboy250_2ts@talk.kik.com,,0,SUPER_ADMIN,0
1740,1100244648525_g@groups.kik.com,akscuba_bnk@talk.kik.com,,0,BASIC,0
1741,1100244648525_g@groups.kik.com,akscubatemp_jmc@talk.kik.com,,0,BASIC,0
1742,1100244648525_g@groups.kik.com,alwaysready081_ubm@talk.kik.com,,0,REGULAR_ADMIN,0
1743,1100244648525_g@groups.kik.com,biggs332_bo7@talk.kik.com,,0,REGULAR_ADMIN,0
1744,1100244648525_g@groups.kik.com,bitch5294_lrs@talk.kik.com,,0,REGULAR_ADMIN,0
1745,1100244648525_g@groups.kik.com,deliciouslipselle_pnp@talk.kik.com,,0,SUPER_ADMIN,0
1746,1100244648525_g@groups.kik.com,dokterrd_pj2@talk.kik.com,,0,REGULAR_ADMIN,0
1747,1100244648525_g@groups.kik.com,hey_its_me_mads__zd5@talk.kik.com,,0,BASIC,0
1748,1100244648525_g@groups.kik.com,hezjo_kcl@talk.kik.com,,0,REGULAR_ADMIN,0
1749,1100244648525_g@groups.kik.com,hollyri39_80v@talk.kik.com,,0,REGULAR_ADMIN,0
1750,1100244648525_g@groups.kik.com,ilikenapsgirl_m6x@talk.kik.com,,0,BASIC,0
1751,1100244648525_g@groups.kik.com,martin._.nz_79r@talk.kik.com,,0,REGULAR_ADMIN,0
1752,1100244648525_g@groups.kik.com,neil25989_cw2@talk.kik.com,,0,REGULAR_ADMIN,0
1753,1100244648525_g@groups.kik.com,project_rage141_gks@talk.kik.com,,0,BASIC,0
1754,1100244648525_g@groups.kik.com,rigirl30_p56@talk.kik.com,,0,REGULAR_ADMIN,0
