_id,jid,is_muted,unmute_timestamp,is_dirty
1,1100253411168_g@groups.kik.com,1,-1,0
2,1100257266522_g@groups.kik.com,1,-1,0
3,1100252400981_g@groups.kik.com,1,-1,0
4,1100257580576_g@groups.kik.com,1,-1,0
5,1100255771391_g@groups.kik.com,1,-1,0
6,1100252418739_g@groups.kik.com,1,-1,0
7,1100255231478_g@groups.kik.com,1,-1,0
8,1100253470165_g@groups.kik.com,1,-1,0
9,1100257071514_g@groups.kik.com,1,-1,0
10,1100255864208_g@groups.kik.com,1,-1,0
11,1100257253392_g@groups.kik.com,1,-1,0
12,1100257621460_g@groups.kik.com,1,-1,0
13,1100255955141_g@groups.kik.com,1,-1,0
14,1100253446228_g@groups.kik.com,1,-1,0
15,1100257015992_g@groups.kik.com,1,-1,0
16,1100256096563_g@groups.kik.com,1,-1,0
17,1100255887332_g@groups.kik.com,1,-1,0
18,1100230182274_g@groups.kik.com,1,-1,0
19,1100255906051_g@groups.kik.com,1,-1,0
20,1100256950688_g@groups.kik.com,1,-1,0
21,1100211880141_g@groups.kik.com,1,-1,0
22,donald199128_bwb@talk.kik.com,1,-1,0
23,1100255230572_g@groups.kik.com,1,-1,0
24,1100256923068_g@groups.kik.com,1,-1,0
25,1100255969061_g@groups.kik.com,1,-1,0
26,1100257280233_g@groups.kik.com,1,-1,0
27,1100257594445_g@groups.kik.com,1,-1,0
28,1100255331466_g@groups.kik.com,1,-1,0
29,1100256871019_g@groups.kik.com,1,-1,0
30,1100245753542_g@groups.kik.com,1,-1,0
31,1100257051567_g@groups.kik.com,1,-1,0
32,1100255686502_g@groups.kik.com,1,-1,0
33,1100257048526_g@groups.kik.com,1,-1,0
34,1100255645796_g@groups.kik.com,1,-1,0
35,1100256829680_g@groups.kik.com,1,-1,0
36,1100257595701_g@groups.kik.com,1,-1,0
37,1100248129793_g@groups.kik.com,1,-1,0
38,1100256221399_g@groups.kik.com,1,-1,0
39,1100256890730_g@groups.kik.com,1,-1,0
40,1100251475961_g@groups.kik.com,1,-1,0
41,1100254623732_g@groups.kik.com,1,-1,0
42,1100257506109_g@groups.kik.com,1,-1,0
43,1100257017511_g@groups.kik.com,1,-1,0
44,1100246379966_g@groups.kik.com,1,-1,0
45,1100231678275_g@groups.kik.com,1,-1,0
46,1100256945333_g@groups.kik.com,1,-1,0
47,1100252979052_g@groups.kik.com,1,-1,0
48,1100250160535_g@groups.kik.com,1,-1,0
49,1100256119557_g@groups.kik.com,1,-1,0
50,1100256934102_g@groups.kik.com,1,-1,0
51,1100257642783_g@groups.kik.com,1,-1,0
52,1100254105580_g@groups.kik.com,1,-1,0
53,1100249476335_g@groups.kik.com,1,-1,0
54,1100253382246_g@groups.kik.com,1,-1,0
55,1100256991519_g@groups.kik.com,1,-1,0
56,1100249653636_g@groups.kik.com,1,-1,0
57,1100256960884_g@groups.kik.com,1,-1,0
58,1100256856696_g@groups.kik.com,1,-1,0
59,1100255961827_g@groups.kik.com,1,-1,0
60,1100255134102_g@groups.kik.com,1,-1,0
61,1100257607626_g@groups.kik.com,1,-1,0
62,1100257186848_g@groups.kik.com,1,-1,0
63,1100255368064_g@groups.kik.com,1,-1,0
64,1100256890337_g@groups.kik.com,1,-1,0
65,1100236802394_g@groups.kik.com,1,-1,0
66,1100256997106_g@groups.kik.com,1,-1,0
67,1100257207988_g@groups.kik.com,1,-1,0
68,1100257108563_g@groups.kik.com,1,-1,0
69,1100246576763_g@groups.kik.com,1,-1,0
70,1100255370498_g@groups.kik.com,1,-1,0
71,1100257017536_g@groups.kik.com,1,-1,0
72,1100256172533_g@groups.kik.com,1,-1,0
73,1100249520195_g@groups.kik.com,1,-1,0
74,1100257285115_g@groups.kik.com,1,-1,0
75,1100255929404_g@groups.kik.com,1,-1,0
76,1100251655010_g@groups.kik.com,1,-1,0
77,1100235472896_g@groups.kik.com,1,-1,0
78,1100256833239_g@groups.kik.com,1,-1,0
79,1100254937880_g@groups.kik.com,1,-1,0
80,1100257607533_g@groups.kik.com,1,-1,0
81,1100257147241_g@groups.kik.com,1,-1,0
82,1100257532251_g@groups.kik.com,1,-1,0
83,1100257257780_g@groups.kik.com,1,-1,0
84,1100251972118_g@groups.kik.com,1,-1,0
85,1100255644121_g@groups.kik.com,1,-1,0
86,1100257756856_g@groups.kik.com,1,-1,0
87,1100254991574_g@groups.kik.com,1,-1,0
88,1100254127359_g@groups.kik.com,1,-1,0
89,1100256230654_g@groups.kik.com,1,-1,0
90,1100246737819_g@groups.kik.com,1,-1,0
91,1100256112865_g@groups.kik.com,1,-1,0
92,1100256588712_g@groups.kik.com,1,-1,0
93,1100257237190_g@groups.kik.com,1,-1,0
94,1100254987904_g@groups.kik.com,1,-1,0
